A2A5SEL1WZ5L7G,29037018,4.20515932
A2P227KVGLOROF,988483734,4.20515932
A2TUFW092I2ARV,758272812,4.20515932
A1B381ONVDRX8R,316080683,4.20515932
A1S3C5OFU508P3,201103540,4.545454545
A3VWTDUP0GJCKJ,985690402,4.20515932
AOZT809AWR4F5,B001E52JMW,4.20515932
A1GO3XOSMHKQZ8,740745328,4.20515932
A3W03GYIJ7MXEL,1449939171,4.20515932
A398GT2K3ZGIZI,1940858089,4.20515932
A3DKT9O5Q1TU7Z,762410078,4.20515932
A1YFKQHIBAYWBD,61997102,4.20515932
A288OCCGAP4EF9,380708922,4.20515932
A1F5QUJJ3WOOGD,1598802860,4.20515932
A3GJ9R0LQKT5K9,1492248258,4.20515932
A1CJSG6XC0QB56,385320086,4.20515932
A3N5IGD1J12P51,757302661,4.20515932
A27G3XOXB02R1C,1931882711,4.20515932
A2F7429CLFVV3T,976092557,4.20515932
A20LF0JNVBJRRD,984660739,4.20515932
A2OU0WDH1QHJBL,307345807,4.20515932
AJOKJVKNSZIHU,618433392,4.20515932
A17YP264JGHW1W,953501264,4.20515932
AUGT4C86FXMSW,1455578533,4.20515932
A1AN62JI7DUTBV,380774933,4.20515932
A3906K9VVHQKAC,735625727,4.20515932
A1U63B9IATOZZV,618306684,4.20515932
A3KZCDMQBZIYW7,764228447,4.20515932
A1G2JXUZGPYIT0,B00CEHHWW6,4.20515932
A1UAIMYNUF04ZY,316206989,4.20515932
A9M6I1B30FEJ4,345458281,4.20515932
AZS47GK1YSK2,1439192316,4.20515932
A31SC9035CV8LX,1492776254,4.20515932
A4ANM45QHMQV9,B0060PEOR4,4.20515932
A3JVHWHQ17TZ9O,988624524,4.20515932
AK61UGW6YN0N3,1451657811,4.20515932
A1GL6Q9RJHCK9P,345434471,4.20515932
A1RZMSWK06UE9F,451216768,4.20515932
A1YK6K0RODFUEG,61231401,4.120787211
A2SKYPCF3RH7E4,1563993104,4.20515932
A607LDPZR6PPR,140193403X,4.20515932
A1SMP0V8WO8Y0S,531224279,4.20515932
A3UC6HVICTVDIV,067187120X,4.20515932
A6HOWM08PLFZ5,805447504,4.20515932
A1TWM78I835NGZ,739450808,4.20515932
A3IWOIV65D03J1,1440554129,4.20515932
A1O10CZ0Q8H5DR,60600373,4.20515932
A3CNXPUMKYBEC,977936074,4.20515932
A19GP20DYUOKVW,B005FSSX7Y,4.20515932
A2OMEFMO4222DM,149473592X,4.20515932
A3L7NCUBBN4UY5,023076889X,4.20515932
A2J7RTVA90UYJQ,979518202,4.20515932
A3DOT709DN74UF,B00I8WNXNS,4.20515932
A1RLDUKXWMNI60,B005RE8DYO,4.20515932
A3FUQDAAKV6M07,B003TO5E2I,4.20515932
A3N6UM9I1YD2C6,758203284,4.20515932
A1J4T5TTBPNJN0,B00ADWZ5EG,4.20515932
A2QRYBORJ3IO6B,984359400,4.20515932
A1TM6K69EW7AT9,340693258,4.20515932
A2MOKI6LHFB5V0,984755195,4.20515932
ALCVJDV18ONLD,1560279273,4.20515932
A126YLPKFPNQDS,1599986337,4.3625
AN67Q5MJRENHL,910155682,4.20515932
A1U34OY2EIBD4B,735713170,4.20515932
A22K80YII9K0ES,1893693104,4.20515932
A2KIZ8IGTCR2UJ,B00KAQZ12G,4.20515932
A2V4EP8TXVNE6K,62505890,4.20515932
AG8OO88PF4MVE,1589269241,4.20515932
A2BWR1PKENS1LQ,1594745196,4.20515932
A3V949DHSTP32I,1478323035,4.20515932
A85I6FU1BXK6O,672326663,4.20515932
A30VUMM1U58VPK,B002RKSZJO,4.20515932
A3V4U3C22WSAIM,345510992,4.20515932
A3GQ8N79XS0JQO,B00428LBL8,4.20515932
A3A73NY9UVUGVU,393038912,4.534714597
A30HQ9RY5MLR2D,1433803186,4.20515932
A17VSVUFIHWCVX,158008284X,4.20515932
A10WR0ZWDHWYI4,1470077892,4.20515932
A2MQBZKXKDN02R,967377315,4.20515932
A22LX6529JJ166,131875159,4.20515932
A158UFRTHCK16M,080652023X,4.20515932
A3FLCGPYRES1Z1,615787010,4.20515932
A2NOZB6VZCTOI4,740741365,4.5
A1GLWGMAU1EP5T,399523863,4.20515932
A3MZGTI5TX0HIC,595346677,4.20515932
A1A3ATZCVOKP11,1557882452,4.20515932
A2X0CHS8E37LAS,1928832598,4.20515932
AMJMCVVL2WCGG,B00E4CNMW8,4.20515932
A2J5FQP96LZZBZ,1461015510,4.20515932
AZTNHGQUGTPPX,843941502,4.20515932
A1TS0EVLZMCYON,712614176,4.20515932
A1I6ZCHKMNQI1V,446572470,4.20515932
ALFNMQ0X9K0HG,440223814,4.20515932
A3QP80KWW2RB7X,B00K0X62H2,4.20515932
ASEVE4O8HXCBA,385336810,4.20515932
AILA23L5DA9UP,439064864,4.675423479
A3L95TP0RVW9LM,345543262,4.20515932
A3DEIKDZWYYG63,149738737X,4.20515932
AHIRWFYR4EL0C,380809060,4.20515932
A1D1XJ5TJPBEAP,B00G3BWN8C,4.20515932
A38RROCIEZNXDT,1477848827,4.20515932
AAXASHR79DHJ1,B00AZSB934,4.20515932
A23ZCRYQMEYXZJ,618043713,4.20515932
A23TDEIMS7HEWZ,345518519,4.20515932
A7W5FF8RWWOMD,067232251X,4.20515932
ALCMC7HZQC1MK,1612184758,4.20515932
A180YI22ZE25S8,1565484290,4.20515932
A3ONUECR17Y20W,399159312,4.369387208
A3B4ISZDVT0F9X,1596351012,4.20515932
A1S5PXMXQ13UFA,047177457X,4.20515932
A16BRUVMERS302,B00AVKVNMS,4.20515932
A3IT3XAOJKN59B,1484862201,4.20515932
AOGRUTGTRTF97,1936305941,4.20515932
A2EMW9QTKAHWOY,385500947,4.20515932
A3Q3MT7X8CIEYM,B00F4IEGP8,4.20515932
A5H6WYKWE6T4D,1582343047,4.20515932
A28ZYUZ75FMJRL,1846432766,4.20515932
AEWOLIYS2Y8VV,1480018341,4.20515932
A1TBY67Z34UEJK,1574865277,4.20515932
ANPXOJDHC4O4,1595720456,4.20515932
A1S3C5OFU508P3,201725835,4.545454545
ABUST0XMUW4CF,439023483,4.650230388
A3I8V8TJ1OI6C6,1401911765,4.20515932
A4QKYBSC2EF5J,1608320936,4.20515932
A3N6R50RSS5MWF,545556287,4.20515932
A15GKMT7WW60I5,B0013JY19S,4.20515932
A1YGZ5ETWCEQNK,B00K1L17T6,4.20515932
A3AQZVRKOLMON3,811707628,4.20515932
A2U8O2H5J5PGCJ,B0050JC7YS,4.20515932
A3UXSV7DL03K0K,1484800664,4.20515932
A16RF9G4R6HDWP,141348550,4.20515932
A6UGKDSMD21TU,373878249,4.20515932
A2HOFULXES0ERQ,60277270,4.739078191
A36TCNCNIN70GM,1456618946,4.20515932
AQLGD9KAGPI30,820304972,4.20515932
AC21JB9VPC8CQ,031612091X,4.20515932
A6YM5TS4L7ZHL,61336467,4.20515932
A3PQ4STWD0MAYO,471135623,4.20515932
A1BTHT6MD3YGCX,7195524,4.20515932
A3HMXJWJ1NQ7NY,B00CJGUHR4,4.20515932
A2Y0WIZJZW8B2U,671793489,4.20515932
AUUFW7PTUHLT,B0088CZG10,4.20515932
A2BLPPYVPTA2I4,076075859X,4.20515932
A2HOBYM52B2TP4,B0063LIEZI,4.20515932
A125NHYWJP8S4F,1432766635,4.20515932
AZBSHHHYEX22,764179616,4.20515932
A1H52DLI5DLQG9,038534211X,4.20515932
A1JJGZ66SABAW5,188032587X,4.20515932
AWGQ7ODDH8Y03,1478343508,4.20515932
A2Y7NK62OP82CJ,941599930,4.20515932
A10QRH3MUJ2MGS,515132020,4.20515932
A1ZVH3SOEDLQXC,739474812,4.414080126
A34FMEWJZOOALY,B009KE1V32,4.20515932
AAA4O6YCNM1D6,1580625827,4.20515932
A1ETK4I83GOPTC,886775566,4.20515932
A1HKKBLB7YXW3F,1596915773,4.20515932
A2FPI8ZHLS5RQV,B004SRCPC2,4.20515932
A2CGI146JDN4OP,842321942,4.20515932
AVY27SDG80EOC,1592332919,4.20515932
A285J5F7PAT45B,187990778X,4.20515932
A2M4RH94Z44ZSF,761152121,4.20515932
A1NWVS18WO62TL,439556023,4.20515932
A8NA0H2PK1YGO,B008AG4HHI,4.20515932
AY7IXYOJQXZ3W,B000NJL7Y6,4.20515932
A2JQ442J8K528A,B00B3L1IN8,4.20515932
AESXO0Q7MIZW9,1591862353,4.20515932
A1OIC1180POPI0,B001ODO65W,4.20515932
A3I2DX3UBVUJZ5,786888598,4.20515932
A1CRKNSULV585A,1434807606,4.20515932
AKYT811Q9HRMI,B009C04FCI,4.20515932
A3PHEVLBV2SIJE,1426714599,4.20515932
A1K4KBL1YWVVYO,1401927211,4.20515932
AJSHP8E7HKS5S,B00ASSUKQ8,4.20515932
APMRXU2LHVUIW,441008380,4.20515932
A2GPVRKM80IG3E,316346624,3.969934048
ANRZR6RZ6XSKI,1484858786,4.20515932
A34LZFUP682LMV,1572244879,4.20515932
A1E06XE4MQHFBR,031253647X,4.20515932
A1YX3QCH438L6M,345369793,4.20515932
A3E3DH4CCQAVUQ,B00558WL22,4.20515932
A38TP7NLZHCGCS,1477848940,4.20515932
A27L57OU55SRXO,982493800,4.20515932
A35S2ZSQNDV08,1489529128,4.20515932
A7Z5TAPYVBVBB,B005BT583Y,4.20515932
ADAK2ERVCQY0C,718013409,4.20515932
A15IABLX4C5M6B,007178182X,4.20515932
A3AX2TXK4ZET0N,316225851,4.20515932
A1JXZZWO9D7R6R,138106304,4.20515932
A3H35ILIGGY8A0,380977524,4.20515932
A2NRXJPGXKNZM,971837759,4.20515932
A377L44ZN62BPF,B00DTTEDM0,4.20515932
A2NQ9D0DAKV0UA,60838744,4.20515932
A7VTQPAAO2M7,1441766073,4.20515932
A2K9KDTLC8OSLO,1461035244,4.20515932
A2X8GKMNWDEYL7,B00KM9A2MA,4.20515932
A2VNLHD4NJAFM4,876669402,4.20515932
AGMYYW2LG7A69,316098329,4.280216085
A1JW5X987ZJRUO,B00CAY3FV0,4.20515932
A1VOOTSLZITBO7,B00CZCJLVK,4.20515932
AI65XLUGVL9AB,764204084,4.20515932
A21476AMO7NPGP,B00F7HDNEG,4.20515932
A2TYAL88IXRSEV,1400004586,4.20515932
AQZH7YTWQPOBE,1595829792,4.2
A338EPEWL1L5E5,1402784538,4.20515932
A19G0LN767XREM,975894307,4.20515932
A1X5WJ49QBHIWD,082176778X,4.20515932
AJQ7Q4BKN853Z,23364505,4.20515932
A2N6E9GE1GVEBD,B0094ITHC6,4.20515932
AT9YRTNREN7PQ,1601420811,4.20515932
A3OJ7P6FIV88E4,B00I2VUKKY,4.20515932
AH1WNOFIWEXYG,1611099854,4.20515932
A29XMRRY53J3OT,877280568,4.20515932
A3BMLG97SSIKN3,1941098037,4.20515932
A3TJ9GVV17MBTL,380808080,4.20515932
A152GWQBHYOLQ3,148260728X,4.20515932
A18I1RWCXPSR0P,1623151635,4.20515932
ASUATZQ153TMT,1400069866,4.20515932
A35K8CMK6B8IZ8,151002517,4.20515932
A1YX63VHTPHQ5I,1477628029,4.20515932
ACLLH4BI4W70E,967972825,4.20515932
A3F3SNYV0X92T4,615785158,4.20515932
ABUE0ALHKWKHC,307952142,4.20515932
A3066X5WL51UAX,261103288,4.464961118
A2ZYZOKGIFNT20,1611099366,4.20515932
A18Z6LWXMRQ4FL,B0047742HY,4.20515932
A1MOBPQD7Z7VB7,486290727,4.20515932
A3LY98E85DIZZD,802144012,4.20515932
ACXKO7QVGPJMU,189238955X,4.20515932
A3O5JOEBT8KEK7,1469204304,4.20515932
AQFU5QH66E0LN,B007YV3172,4.20515932
A3BMQHO710KR8U,972304681,4.20515932
A20GVUDU4USR0Z,1594866120,4.20515932
AC19AOSR73O1H,756641195,4.20515932
A2FCNA795TOXBV,425258807,4.20515932
A3UH1K9ARDK0PR,1554079497,4.20515932
A1D44TNMZ9D28P,764208292,4.20515932
A3N6ODZRGKCGVS,061557226X,4.20515932
A344RE99K3W0FS,1455599255,4.080001855
A86DXJ2XOP5C7,615993699,4.20515932
A1YHEX3HMR01AR,093698113X,4.20515932
A81S2CYRRJGHI,B004P8JXGA,4.857142857
A2L4ZGN7GZJ95T,1582701040,4.20515932
A1DHD9M3IKVQUC,465032338,4.20515932
A2276B8DTZ0EZQ,160061082X,4.20515932
A3QR3NWZ36H7RB,1493530690,4.20515932
A7W0O9EV1C6XB,316328995,4.20515932
A2G4MX7SQU65ZS,B00A6IF69Q,4.20515932
A1AUF03VX2YIEF,61456195,4.20515932
A2S74GQDI7GB93,B00DK42OFM,4.20515932
AAJSA96WL6U6K,1601782411,4.20515932
A1BPZ9BRVW31B8,1583671218,4.20515932
A19ML4BO0ABDAF,3941323105,4.20515932
ASC2Y3KME6R39,525951792,4.20515932
AUWZSBOIGS1ET,1401324517,4.20515932
A16K1NG1P2R6DG,557025222,4.20515932
A7TTG1YRRLN5C,983795223,4.20515932
A3FODYN03V2FQ8,1893062627,4.20515932
A1QM7ZU1VW836E,964705362,4.20515932
A2PGWOLD5AIA0B,812973992,4.20515932
A7RYF8OKOZHZ1,314198830,4.20515932
A1J2F2E2OM8HFL,62257838,4.360911376
A1UK6IM1YUTE49,8881587769,4.20515932
A28TQTS2ICEFRB,1933016493,4.20515932
A3HXXTXDKM0P36,B004QGYA0A,4.20515932
A3F68S9UW4345V,014314264X,4.20515932
A1MBELT9N8OZZM,1564554716,4.20515932
A21F7VERUP6JHB,385247583,4.20515932
A16BU5TH9CD644,034580404X,4.20515932
A2QVK0XDSFDC4X,471125784,4.20515932
A1F5OTRKWS8R6J,B00EOA1BJ6,4.20515932
AVYHZILYXHPKH,965726800,4.20515932
A7B9JUULZHQIN,B00EV61XP0,4.20515932
ABFG7J0ZMST8N,310335930,4.20515932
A1V5QOBDH4XJMZ,B00B6ZAXCS,4.20515932
A38PWL8FN7QYPO,871317842,4.20515932
A3TV4EVQ5W3S70,1600783414,4.20515932
A2EUOSJ6LH8LWJ,758272758,4.20515932
A16MKKMMCVUL3,615944426,4.20515932
A17OVF20I04YXK,306822164,4.20515932
A1DUYZDYDKW0CZ,686653149,4.20515932
ASQ8KNNP3A7FP,399528636,4.20515932
A3RAIVKJ3YA7PM,205485847,4.20515932
AOR4XZ61EUY0S,446580295,3.86137111
A1DNA9HHIYW898,1608605752,4.20515932
A3DHC499APL6PV,1480216518,4.20515932
A1Y6IPM41T8F2R,395069629,4.20515932
A65LCBP4J1TUB,800758471,4.20515932
AKW38A9HFLCE0,1883010594,4.20515932
A3DSQOJMBJR00Z,1494977664,4.20515932
A246DKB3PEODFQ,1400203759,4.20515932
A3DWETELU89Q97,9350291908,4.20515932
A3HVW0TQ0QN1IV,1490997555,4.20515932
A250I026BKW6AS,1593697740,4.20515932
AC8WHDS1AE28C,310331935,4.20515932
ALRTPXOFE85N4,1483903230,4.20515932
A2LKFNU3QQI4SN,316211125,4.20515932
A25KVM6GJBLISZ,465017215,4.20515932
A1N4T5MJRXTYQJ,B006PYDFTI,4.20515932
A1T2G0LHYL3IFA,984303030,4.20515932
A3KVGK7ASYY6H8,B00HTARPVG,4.20515932
A2V8KGC8VHAF15,394588398,4.20515932
A1IOVA0IHP3XKB,61990434,4.20515932
A2LKA9W20XBLUQ,192834320,4.20515932
A30EQ2L6H9RWZW,814748120,4.20515932
AUSWITON1JZZE,380706717,4.20515932
AX7BVLJYZ9X8G,067170575X,4.20515932
ALX34X7VPMIRP,1457606313,4.20515932
A184CV1WH222HX,055214262X,4.20515932
A1UKGDL7XFTUCH,B00EZAR99G,4.20515932
A1Z5BD3VS00LC6,1612185002,4.20515932
A3IOK06ACU9VI,B00C4E1UY0,4.20515932
AIDLU1FNYSOHR,1609074610,4.20515932
A2M4MSQEK3AFJR,307713547,4.20515932
AXSH6O4OP5L4M,B0019BIRVI,4.823529412
A23XFBPXS4NB9I,B008SK3G7I,4.20515932
A3SE34RHL4OQY4,1936608391,4.20515932
A1TRLRUC5MV4EQ,1477468528,4.20515932
AB4S0S3WEP63Q,380820846,4.20515932
A32IOMTSEJIAHG,B00AM7E4SU,4.20515932
A1A8YED3TK71XI,038077013X,4.20515932
A1QX8M8O0E7DD,136030408,4.20515932
A1UC3RFQAOF8G4,1416974342,4.20515932
A3NB4MC7N8LSY6,B004WSQO06,4.20515932
A3RKSFQPIXEUHU,1416597980,4.20515932
A36SJECTJ3QJSN,802473156,4.20515932
A1P0V9BRXTD4IO,446547573,4.20515932
ADC3QPUJVLER8,615310745,4.20515932
A7TM1ZW9TQF2F,1558534253,4.20515932
A2ZZBP9ZKVMKOC,1475049838,4.20515932
A3GBYYB4O0Z6T8,1586607731,4.20515932
A36L92P6DK5TNC,1601542739,4.20515932
A24TE7AEGP0FJO,1451617372,4.20515932
A231NUQSGOLGRY,1400073286,4.20515932
A1NLN2BHQR3NZ7,763772364,4.20515932
A1ZYUHG70I0T1Q,1557865388,4.20515932
A37FUIUGSYTLTT,B00JRC0BCY,4.20515932
A3CTZ25LZCP6Y4,1585740365,4.20515932
A22E8SBRQZ3BUP,067440419X,4.20515932
AZYJJWW26ZI5,971453241,4.20515932
A12ZKETUDLP1DN,1574557203,4.20515932
A1O1YZYT7J6LXB,821410261,4.20515932
ARIQZOVYEF8B,B00H8TC0UY,4.20515932
A372FBDI7LLI32,B00HELJL44,4.20515932
A2NIFYMTY2QFUA,805972056,4.20515932
A1TJLCD4WDVG4F,399160450,4.20515932
A3F6HKAQ6Q1W5,1442449632,4.20515932
A2HS6M398NZG65,B00B0F4W4E,4.20515932
A3TFZG2DUUU7G9,087341389X,4.20515932
A17WXI6B8R6S9B,446617679,4.20515932
A34MK73I03OS9Q,399531610,4.20515932
A1MZXLG2QZZE2L,142180432,4.20515932
A1YN8J66KQAVRE,046502954X,4.20515932
A2C9TNFGX6I7YQ,615782507,4.20515932
A25BHV00V4K0NC,764563971,4.20515932
AC9NI8UPQ4O4J,984404414,4.20515932
AUQZOGI9U3Q39,1566472792,4.20515932
A5BAQD1XZKHBX,918684021,4.20515932
A3DHJJW4G1S4AK,1939786118,4.20515932
A1DULVK9YS4AUY,321545761,4.20515932
A1G2T6B7EUOIRJ,1434332136,4.20515932
A3PIJ75OFWJPEK,802411916,4.20515932
A1WVWM46CP6HML,1483991393,4.20515932
A1YX2LDEP5V9FW,1594204195,4.20515932
A7F8ZF8SJ557G,B00HCQA9XS,4.20515932
AK8I4CPT1FKRF,082941634X,4.20515932
A1JKLIGVA04VHF,3822863076,4.20515932
A3BYOGWXU48HQ2,451217055,4.20515932
A2BLT2BK3W5U2K,60013249,4.20515932
A1K7RSZMSI1DCM,1450722245,4.20515932
A2TDDN9K1TRBGX,375420789,4.20515932
A2P7U7CED0X3NO,1460993012,4.20515932
A32QFUSEOOC0HD,081299289X,4.20515932
A2YTQP28IAEM7M,696218968,4.20515932
A060753537DXN8T2KS9LW,1936719169,4.20515932
ASKQ9KJI1WN7T,B008SH6T9S,4.20515932
AG0FZHMZHX4NA,375423745,4.20515932
A1RQCWVTJYCSPS,055302888X,4.20515932
A1HIYG15QDBFJ2,B008GGFD5W,4.20515932
A3PTNPIRXMM6HU,982869304,4.20515932
A2J8A818XPNCQS,1475156065,4.20515932
A27GBUQDEBREWA,307718867,4.20515932
A12TB4TIHMP2KH,312642695,4.20515932
A1LPLVNYE5UV69,99581876,4.008390554
A16BC2J9AN3XPT,64408655,4.20515932
A6QSM79206J7O,B00AQYV3BA,4.20515932
A1C88IUSMT5XMG,761101861,4.20515932
A3E68ZMGIIO2GK,B004TIKV5I,4.20515932
A1IXAIQK6PZ6L2,691149097,4.20515932
AYKA721FRAFWI,1413462707,4.20515932
A176EQR2ZQKLQ2,1889236276,4.20515932
A1TTGHRCALJO0K,976897709,4.20515932
A3H7R1E2VXAQ7K,B00FH4PI3I,4.20515932
A22NF4LT5I5F3W,310334705,4.20515932
A3W44XY4AB6YUR,1291259007,4.20515932
AKM2HV8X75CG6,985690402,4.20515932
A3RINEQ4GDTR55,B00F50R0H6,4.20515932
A35XKFOEPJJ4YY,62207970,4.20515932
A2ZQN9N4NMR2OQ,B008KWEEOI,4.20515932
A2GHKMPAZQ542D,044013160X,4.20515932
A135R39QQ9JNF0,1469984202,4.476807647
A1N6JD98GJ7FYI,1466276983,4.20515932
A58MNHHKWNBN4,1599987929,4.20515932
A2FOT0QE23VN6J,1563382121,4.20515932
A2H3RZWZOL9EKS,983035407,4.20515932
A2NV35H9KZ6YAV,081185146X,4.20515932
A25NJ7T03YRNZH,525953493,4.20515932
A1JIL235GRF9B,B007WGBNII,4.20515932
A3FSPSSTLOD4VU,615658199,4.20515932
A2XEA26YPVCP9A,966007875,4.20515932
A3H4W69UV7BVC8,736054839,4.20515932
A13R71EQAFJI89,415242568,4.20515932
A2RM538WMG6Q4V,7444117,4.20515932
