book_id,user_id,rating,timestamp
A22019GDU7OVFG,0002007770,5.0,1326672000
A3T4KN9XO3PIXG,0002007770,4.0,1180656000
A30H2335OM7RD6,0002007770,5.0,1230422400
A21NVBFIEQWDSG,0002007770,5.0,1187049600
ASPABROV8R7M5,0002007770,4.0,1170892800
A2PWUIQG57O1AZ,0002007770,4.0,1182124800
A26BVUB2YJMGB7,0002007770,5.0,1154995200
A39650P2CZUUC9,0002007770,4.0,1236124800
AO3M6LS4V3UY4,0002007770,5.0,1155081600
A2F6N60Z96CAJI,0002007770,5.0,1149033600
A2R53V98P2T4Y4,0002007770,5.0,1354060800
AYT4FJYVCHYLE,0002007770,4.0,1159833600
A3F0OFSE2M25U2,0002007770,4.0,1200614400
A1BI8PUEHA5CHW,0002007770,4.0,1194048000
A2H44WVZS59KKT,0002007770,5.0,1157500800
A1T17LMQABMBN5,0002007770,4.0,1216425600
A39ABKRS1MKFTW,0002007770,5.0,1176854400
A359U0JFFZ0Q04,0002007770,3.0,1154390400
A1E2NA2F4RTQ9B,0002007770,4.0,1318723200
A1WKQ94M45D8MG,0002007770,4.0,1301443200
A2NHD7LUXVGTD3,0002007770,4.0,1217894400
A1K1JW1C5CUSUZ,0002007770,5.0,1193788800
AWFMGDUUGNGYW,0002007770,4.0,1309478400
A27OBJA1YDQFZI,0002007770,5.0,1180483200
A1CHM200OEN65X,0002007770,3.0,1305676800
A3PGGI7A6XCNF1,0002007770,5.0,1174867200
A3M174IC0VXOS2,0002007770,5.0,1149724800
AK7D1BHZOSOL1,0002007770,5.0,1184112000
A2PR6NXG0PA3KY,0002007770,2.0,1184544000
A1CNQTCRQ35IMM,0002007770,3.0,1217289600
AAIDLB38IY7R6,0002007770,4.0,1326844800
A2XQMGE2YY88DC,0002007770,2.0,1314921600
A146H6A41B26QT,0002007770,5.0,1187136000
A2E3GFHUDNPYDH,0002007770,4.0,1173312000
A3PHF9UV3F177L,0002007770,4.0,1198972800
A1IOJE0W1NXOSE,0002007770,4.0,1165276800
A22B13EJTZKCTM,0002007770,5.0,1300665600
A11L3YX5WIDKJ,0002007770,5.0,1373760000
A2TWBMSMBXFJKE,0002007770,3.0,1155600000
A1XJ8BRL29EO9S,0002007770,5.0,1357171200
A3Q86MZSVUUAD8,0002007770,3.0,1301788800
A2K9FXOFFHVNWG,0002007770,5.0,1208908800
A17FLA8HQOFVIG,0002007770,2.0,1160265600
APTVNT7U6RZC3,0002007770,5.0,1248566400
A2MF2QVSCUI27G,0002007770,5.0,1148515200
A33N05GF31KN8N,0002007770,4.0,1259798400
AYYAIPS6M3HB8,0002007770,4.0,1289433600
A1WDHQ9V2E4H5C,0002007770,3.0,1343520000
A370Z6I5GBWU44,0002007770,5.0,1233705600
A1NKHQ9L0KIIB5,0002007770,5.0,1341014400
A3KEZLJ59C1JVH,0002007770,5.0,1238976000
A1KSGE7FCMX6SY,0002007770,2.0,1325548800
A3T0OTH5072YRE,0002007770,5.0,1270252800
AX54G5AL870Q8,0002007770,4.0,1210809600
AN3D3M8MJ07BQ,0002007770,5.0,1178409600
A1RMHZSWZ7ZEQO,0002007770,4.0,1163635200
A2NOZB6VZCTOI4,0002007770,5.0,1219363200
AS6SH2JM2YY3H,0002007770,3.0,1195689600
A1F3DFRPGVEUI8,0002007770,5.0,1229299200
A3SN9EF7GTNEU2,0002007770,5.0,1161388800
AX48LWJBU5RUH,0002007770,5.0,1248739200
A2PN7Z2VTHICL8,0002007770,5.0,1180051200
A1N1YEMTI9DJ86,0002007770,5.0,1254268800
A2ZHH7AK83JB5G,0002007770,3.0,1164153600
A151OW029XD9JU,0002007770,5.0,1271030400
A14QJKY3DA19AP,0002007770,4.0,1305849600
A303U1MOXG5R1F,0002007770,5.0,1204761600
A265NE6H6LYX87,0002007770,5.0,1173225600
A3SQQYS79AV13M,0002007770,5.0,1210291200
A1DQZBHEU98PBT,0002007770,5.0,1207872000
A1S3IN6CSTBPY6,0002007770,5.0,1153008000
A1FT7QFKNHL9DT,0002007770,3.0,1322006400
A3QS5UYAGHF4IU,0002007770,4.0,1203120000
A3NBL1TI2M3CW1,0002247399,3.0,1312934400
A1D33G7EWFASGN,0002247399,3.0,1360108800
A14R9XMZVJ6INB,0002247399,3.0,1322438400
A2F6N60Z96CAJI,0002247399,5.0,1315094400
A2CR57GAJKNWVV,0002247399,3.0,1319414400
A2H44WVZS59KKT,0002247399,4.0,1399593600
ADY0QI5IENSLY,0002247399,5.0,1332979200
A2NHD7LUXVGTD3,0002247399,2.0,1342310400
A1D2C0WDCSHUWZ,0002247399,4.0,1310428800
AK7D1BHZOSOL1,0002247399,3.0,1310860800
A2XQMGE2YY88DC,0002247399,3.0,1342828800
A2LIR7WQ20GXQ7,0002247399,5.0,1354752000
A25KKXUQQ0OLWB,0002247399,5.0,1337040000
A370Z6I5GBWU44,0002247399,3.0,1393286400
A2YUZKPLUYQDKV,0002247399,5.0,1313452800
A3T0OTH5072YRE,0002247399,3.0,1344729600
A24992STMFU90,0002247399,4.0,1343779200
AUX9KZUUB3YCE,0002247399,5.0,1310428800
A2EDZH51XHFA9B,0002247399,5.0,1325116800
A2PNTEDGMOLMOY,0002247399,5.0,1317427200
A3M6TSEV71537G,0002247399,3.0,1363737600
AKPKPMWM6IIU5,0002247399,3.0,1315526400
A265NE6H6LYX87,0002247399,4.0,1313452800
AHHU34NT0HTR1,0002247399,5.0,1338336000
A1D5RCOILPC9LX,0002247399,4.0,1343001600
AK0CENM3LUM28,0006514006,3.0,1217203200
AGG9C66TOLJZB,0006514006,2.0,1046476800
ASPABROV8R7M5,0006514006,5.0,1197158400
AK7CAW3N1XZV6,0006514006,4.0,1077062400
A2PWUIQG57O1AZ,0006514006,5.0,1182902400
A1BI8PUEHA5CHW,0006514006,5.0,1175212800
A1T17LMQABMBN5,0006514006,5.0,1058745600
A36AIK1DQPSRNT,0006514006,5.0,1223078400
A1JV4QKTEB7QBL,0006514006,4.0,1202688000
AC9B29BXXWJHD,0006514006,5.0,1090108800
A3GA09FYFKL4EY,0006514006,5.0,1093219200
A11XAIFA10G7TS,0006514006,5.0,1172361600
A3A6GXILVT9JNW,0006514006,5.0,1159401600
ABMX8XUNPR3LP,0006514006,5.0,1288828800
A146H6A41B26QT,0006514006,5.0,1166227200
A1IOJE0W1NXOSE,0006514006,5.0,1239580800
A1ER5AYS3FQ9O3,0006514006,5.0,1193011200
A2P6KAWXJ16234,0006514006,4.0,1024358400
A356TJCTCLDN89,0006514006,3.0,1024704000
A1L43KWWR05PCS,0006514006,5.0,1099699200
A17FLA8HQOFVIG,0006514006,5.0,1207353600
A2MF2QVSCUI27G,0006514006,5.0,1032652800
A2LIR7WQ20GXQ7,0006514006,5.0,1362268800
AYYAIPS6M3HB8,0006514006,5.0,1287360000
A10VOEBL5S337W,0006514006,5.0,1346630400
A15XY6GGKD3B6D,0006514006,5.0,1108080000
A3KEZLJ59C1JVH,0006514006,5.0,1113609600
A3T0OTH5072YRE,0006514006,4.0,1317686400
AHHU34NT0HTR1,0006514006,4.0,1264377600
A1DQZBHEU98PBT,0006514006,5.0,1061078400
A1S3IN6CSTBPY6,0006514006,5.0,1110240000
A5GYYHY2KI5CI,0006514006,5.0,1022112000
A3TP31S61PPE3G,0006551807,4.0,1276041600
A3T4KN9XO3PIXG,0006551807,3.0,1092441600
AU6DIIDZK2OQM,0006551807,2.0,1179360000
A2QHM5HBSIXRL4,0006551807,4.0,1182470400
AFN32PGTZ31MV,0006551807,3.0,1074988800
A2F6N60Z96CAJI,0006551807,5.0,1063324800
ATJV9TWMRNF8K,0006551807,4.0,1082073600
A39ABKRS1MKFTW,0006551807,5.0,1098057600
A36AIK1DQPSRNT,0006551807,4.0,1131580800
A2YF4ZMECJVLK9,0006551807,5.0,1114214400
A1K1JW1C5CUSUZ,0006551807,4.0,1094774400
A13E0ARAXI6KJW,0006551807,4.0,1154131200
A2PR6NXG0PA3KY,0006551807,1.0,1202601600
A146H6A41B26QT,0006551807,4.0,1072656000
AKT8TGIT6VVZ5,0006551807,5.0,1358899200
A2E3GFHUDNPYDH,0006551807,3.0,1172275200
A33EVEMS61JYRQ,0006551807,5.0,1195344000
A1IOJE0W1NXOSE,0006551807,5.0,1127865600
A17FLA8HQOFVIG,0006551807,5.0,1070150400
AH7CBIWDTHXWA,0006551807,4.0,1129334400
APTVNT7U6RZC3,0006551807,5.0,1356912000
A2MF2QVSCUI27G,0006551807,4.0,1063843200
A3KEZLJ59C1JVH,0006551807,5.0,1189728000
A3EUS4JC68Q476,0006551807,4.0,1198972800
A2ODBHT4URXVXQ,0006551807,4.0,1073001600
AMFA6FJHTMU8U,0006551807,4.0,1147132800
AX54G5AL870Q8,0006551807,5.0,1173484800
A8IPQ1Q1O7YX5,0006551807,5.0,1174867200
AS6SH2JM2YY3H,0006551807,4.0,1229644800
AWEJ5JKD3MQMU,0006551807,5.0,1383436800
A1DYXCF4148PJT,0006551807,5.0,1210809600
A1W415JP5WEAJK,0007124015,5.0,1254614400
A2VMT89TCSF105,0007124015,3.0,1172620800
A20EEWWSFMZ1PN,0007124015,5.0,984960000
AK7CAW3N1XZV6,0007124015,5.0,1067990400
A1EKTLUL24HDG8,0007124015,5.0,1013731200
A1NT7ED5TATUAM,0007124015,3.0,1393718400
A1X8VZWTOG8IS6,0007124015,5.0,1188691200
A20IIR0422G3A5,0007124015,5.0,1115769600
AYT4FJYVCHYLE,0007124015,5.0,1038182400
A2FTHCGH06O4Y5,0007124015,1.0,1249344000
ADY0QI5IENSLY,0007124015,5.0,1125532800
A11B61QBGHLQDN,0007124015,5.0,1077062400
A28WJUJF6D2ULA,0007124015,5.0,1157760000
A19OORKBG1VUGU,0007124015,5.0,1340409600
A3MSB482DIB9SL,0007124015,5.0,959817600
A3GQKB1KF0CRPE,0007124015,5.0,1113436800
A1D2C0WDCSHUWZ,0007124015,5.0,1347926400
AQZH7YTWQPOBE,0007124015,5.0,1314748800
A1CHM200OEN65X,0007124015,5.0,956102400
A30KEXFT9SILL6,0007124015,4.0,1011484800
A1DA6E4FNRSAWN,0007124015,2.0,1107993600
A1G9FX1KV45N41,0007124015,5.0,1018224000
A3EFCK0HZQPNQI,0007124015,5.0,973382400
A3FHAMLNGHCFU7,0007124015,5.0,1052784000
A3DXVYD2TQHWGD,0007124015,5.0,1026259200
A1E1LEVQ9VQNK,0007124015,5.0,1322697600
ABMX8XUNPR3LP,0007124015,2.0,1265241600
AENXJM2CKEN5L,0007124015,5.0,1386633600
A2TUA4VWCMNXI,0007124015,5.0,1104624000
AKT8TGIT6VVZ5,0007124015,5.0,1074297600
ACT2AA008KB31,0007124015,5.0,1331596800
A2P6KAWXJ16234,0007124015,4.0,1012348800
A23OLHL5RPQKLP,0007124015,5.0,1042675200
A3V6Z4RCDGRC44,0007124015,5.0,972000000
AOKGRSAS5VNS3,0007124015,5.0,1272326400
A2YUZKPLUYQDKV,0007124015,5.0,1110931200
A14OJS0VWMOSWO,0007124015,5.0,999993600
A3T0OTH5072YRE,0007124015,4.0,1298246400
A2F3M93RRLFQNJ,0007124015,5.0,1019433600
A37XGUQ1VH0XM6,0007124015,5.0,1008633600
A3QVAKVRAH657N,0007124015,5.0,975110400
A3K1RVYM3JQZZS,0007124015,5.0,1038441600
A4FX5YCJA630V,0007124015,5.0,1093219200
A2EDZH51XHFA9B,0007124015,5.0,1383609600
A1N1YEMTI9DJ86,0007124015,5.0,1106784000
AFVZXHIUSXINA,0007124015,5.0,1091059200
A96K1ZGW56S2I,0007124015,5.0,1012003200
A2B8GXSCB1R05T,0007124015,5.0,1007942400
A1POFVVXUZR3IQ,0007124015,5.0,1388534400
A3MV1KKHX51FYT,0007136838,4.0,1146096000
A2S166WSCFIFP5,0007136838,4.0,1204934400
A1RAUVCWYHTQI4,0007136838,5.0,1046390400
A2XTCY5SSI6LQN,0007136838,5.0,1357257600
A2T47C5XF9FQI7,0007136838,4.0,1063065600
A1X8VZWTOG8IS6,0007136838,4.0,1193788800
AQ6YJM2J2LNOP,0007136838,5.0,1399075200
AISUSPFYY68RO,0007136838,5.0,1278115200
A28WJUJF6D2ULA,0007136838,5.0,1147046400
A3DQWFWINN3V5A,0007136838,5.0,1393632000
A1MC6BFHWY6WC3,0007136838,5.0,1350432000
A1K1JW1C5CUSUZ,0007136838,5.0,958953600
ACIBQ6BQ6AWEV,0007136838,5.0,1017532800
A3DXVYD2TQHWGD,0007136838,5.0,1138752000
A3A6GXILVT9JNW,0007136838,5.0,1083542400
A33J2VWP9HXDU9,0007136838,5.0,1227398400
A2O9HU1K7TCF7B,0007136838,5.0,1172016000
A2AYSFGUP5VTY3,0007136838,5.0,1306713600
A3OJFPKMCXKOM0,0007136838,5.0,1144540800
A1IOJE0W1NXOSE,0007136838,5.0,1075334400
A1GQAKL9CGQLP1,0007136838,5.0,1385424000
AN8C7BGR98HLN,0007136838,5.0,1275350400
AHUT55E980RDR,0007136838,5.0,1251158400
A4FX5YCJA630V,0007136838,5.0,1328745600
A3I8FT707XKQAJ,0007136838,5.0,1335312000
A2PN7Z2VTHICL8,0007136838,5.0,1163116800
A3NBL1TI2M3CW1,0007149824,4.0,1190160000
AU6DIIDZK2OQM,0007149824,4.0,1254355200
A2AFIEWV1QKF8E,0007149824,2.0,1388361600
A21NVBFIEQWDSG,0007149824,4.0,1185321600
A2X29H96X7C3XJ,0007149824,4.0,1184976000
A2F6N60Z96CAJI,0007149824,5.0,1180483200
AYT4FJYVCHYLE,0007149824,4.0,1186704000
A3SOV9HFM5H9T1,0007149824,4.0,1294617600
A1H88L8X6HM1BQ,0007149824,2.0,1199404800
A28WJUJF6D2ULA,0007149824,3.0,1226448000
A359U0JFFZ0Q04,0007149824,4.0,1182384000
A2B1GZIRD6W646,0007149824,5.0,1210723200
A1GCZ07XRJX858,0007149824,5.0,1249948800
A2NHD7LUXVGTD3,0007149824,5.0,1182902400
A1K1JW1C5CUSUZ,0007149824,5.0,1182384000
A11DCTGTPS7M0C,0007149824,5.0,1189900800
A1CHM200OEN65X,0007149824,3.0,1201046400
A1E8CYZ5HN0IFC,0007149824,4.0,1283731200
A3PGGI7A6XCNF1,0007149824,4.0,1183334400
A30KEXFT9SILL6,0007149824,3.0,1266105600
AKB2PYODH0TKS,0007149824,5.0,1190419200
AFVQZQ8PW0L,0007149824,5.0,1178064000
A1KGWUYXUBEMB2,0007149824,5.0,1186358400
ATK1PI2HWROER,0007149824,3.0,1260144000
A3DXVYD2TQHWGD,0007149824,3.0,1216598400
AKT8TGIT6VVZ5,0007149824,5.0,1338422400
A1RY8R18NEO9AA,0007149824,4.0,1279411200
A2TWBMSMBXFJKE,0007149824,5.0,1181347200
A2VG0RY3EUWZKB,0007149824,5.0,1187827200
A33N05GF31KN8N,0007149824,4.0,1262131200
A1RPTVW5VEOSI,0007149824,3.0,1188604800
A2GBJQ9THOYDAJ,0007149824,5.0,1201132800
